     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
       -0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     1.8561541192952e-16     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
        0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17       -0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     1.8561541192952e-16     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17        0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17       -0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17     1.8561541192952e-16     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17        0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17       -0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     1.8561541192952e-16     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17        0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17       -0.77459666924148     9.7144514654701e-17     9.7144514654701e-17     9.7144514654701e-17
